"variable","CI","CI_low","CI_high","median","Ciclo","Adjusted","conditional","negation"
"P(Tuvo Enfermedad Respiratoria|ITT)",0.95,0.6246,0.8411,1,"4","Unadjusted","Tuvo Enfermedad Respiratoria","dado que tuvo ITT"
"P(Tuvo Enfermedad Respiratoria|¬ ITT)",0.95,0.0746,0.1455,0,"1","Unadjusted","Tuvo Enfermedad Respiratoria","dado que no tuvo ITT"
"P(Tuvo Enfermedad Respiratoria|¬ ITT)",0.95,0.0925,0.16,0,"2","Unadjusted","Tuvo Enfermedad Respiratoria","dado que no tuvo ITT"
"P(Tuvo Enfermedad Respiratoria|¬ ITT)",0.95,0.0966,0.1939,0,"3","Unadjusted","Tuvo Enfermedad Respiratoria","dado que no tuvo ITT"
"P(Tuvo Enfermedad Respiratoria|¬ ITT)",0.95,0.113,0.2731,0,"4","Unadjusted","Tuvo Enfermedad Respiratoria","dado que no tuvo ITT"
"P(Tuvo Enfermedad Respiratoria|ITT)",0.95,0.6927,0.8504,1,"1","Adjusted","Tuvo Enfermedad Respiratoria","dado que tuvo ITT"
"P(Tuvo Enfermedad Respiratoria|ITT)",0.95,0.6283,0.7881,1,"2","Adjusted","Tuvo Enfermedad Respiratoria","dado que tuvo ITT"
"P(Tuvo Enfermedad Respiratoria|ITT)",0.95,0.6193,0.8184,1,"3","Adjusted","Tuvo Enfermedad Respiratoria","dado que tuvo ITT"
"P(Tuvo Enfermedad Respiratoria|ITT)",0.95,0.6246,0.8411,1,"4","Adjusted","Tuvo Enfermedad Respiratoria","dado que tuvo ITT"
"P(Tuvo Enfermedad Respiratoria|¬ ITT)",0.95,0.0746,0.1455,0,"1","Adjusted","Tuvo Enfermedad Respiratoria","dado que no tuvo ITT"
"P(Tuvo Enfermedad Respiratoria|¬ ITT)",0.95,0.0925,0.16,0,"2","Adjusted","Tuvo Enfermedad Respiratoria","dado que no tuvo ITT"
"P(Tuvo Enfermedad Respiratoria|¬ ITT)",0.95,0.0966,0.1939,0,"3","Adjusted","Tuvo Enfermedad Respiratoria","dado que no tuvo ITT"
"P(Tuvo Enfermedad Respiratoria|¬ ITT)",0.95,0.113,0.2731,0,"4","Adjusted","Tuvo Enfermedad Respiratoria","dado que no tuvo ITT"
"P(No tuvo Enfermedad Respiratoria)",0.95,0.7079,0.6414,1,"1","Unadjusted","No tuvo Enfermedad Respiratoria","general"
"P(No tuvo Enfermedad Respiratoria)",0.95,0.7297,0.6665,1,"2","Unadjusted","No tuvo Enfermedad Respiratoria","general"
"P(No tuvo Enfermedad Respiratoria)",0.95,0.6984,0.6211,1,"3","Unadjusted","No tuvo Enfermedad Respiratoria","general"
"P(No tuvo Enfermedad Respiratoria)",0.95,0.6076,0.5344,1,"4","Unadjusted","No tuvo Enfermedad Respiratoria","general"
"P(No tuvo Enfermedad Respiratoria|ITT)",0.95,0.3073,0.1496,0,"1","Unadjusted","No tuvo Enfermedad Respiratoria","dado que tuvo ITT"
"P(No tuvo Enfermedad Respiratoria|ITT)",0.95,0.3717,0.2119,0,"2","Unadjusted","No tuvo Enfermedad Respiratoria","dado que tuvo ITT"
"P(No tuvo Enfermedad Respiratoria|ITT)",0.95,0.3807,0.1816,0,"3","Unadjusted","No tuvo Enfermedad Respiratoria","dado que tuvo ITT"
"P(No tuvo Enfermedad Respiratoria|ITT)",0.95,0.3754,0.1589,0,"4","Unadjusted","No tuvo Enfermedad Respiratoria","dado que tuvo ITT"
"P(No tuvo Enfermedad Respiratoria|¬ ITT)",0.95,0.9254,0.8545,1,"1","Unadjusted","No tuvo Enfermedad Respiratoria","dado que no tuvo ITT"
"P(No tuvo Enfermedad Respiratoria|¬ ITT)",0.95,0.9075,0.84,1,"2","Unadjusted","No tuvo Enfermedad Respiratoria","dado que no tuvo ITT"
"P(No tuvo Enfermedad Respiratoria|¬ ITT)",0.95,0.9034,0.8061,1,"3","Unadjusted","No tuvo Enfermedad Respiratoria","dado que no tuvo ITT"
"P(No tuvo Enfermedad Respiratoria|¬ ITT)",0.95,0.887,0.7269,1,"4","Unadjusted","No tuvo Enfermedad Respiratoria","dado que no tuvo ITT"
"P(No tuvo Enfermedad Respiratoria|ITT)",0.95,0.3073,0.1496,0,"1","Adjusted","No tuvo Enfermedad Respiratoria","dado que tuvo ITT"
"P(No tuvo Enfermedad Respiratoria|ITT)",0.95,0.3717,0.2119,0,"2","Adjusted","No tuvo Enfermedad Respiratoria","dado que tuvo ITT"
"P(No tuvo Enfermedad Respiratoria|ITT)",0.95,0.3807,0.1816,0,"3","Adjusted","No tuvo Enfermedad Respiratoria","dado que tuvo ITT"
"P(No tuvo Enfermedad Respiratoria|ITT)",0.95,0.3754,0.1589,0,"4","Adjusted","No tuvo Enfermedad Respiratoria","dado que tuvo ITT"
"P(No tuvo Enfermedad Respiratoria|¬ ITT)",0.95,0.9254,0.8545,1,"1","Adjusted","No tuvo Enfermedad Respiratoria","dado que no tuvo ITT"
"P(No tuvo Enfermedad Respiratoria|¬ ITT)",0.95,0.9075,0.84,1,"2","Adjusted","No tuvo Enfermedad Respiratoria","dado que no tuvo ITT"
"P(No tuvo Enfermedad Respiratoria|¬ ITT)",0.95,0.9034,0.8061,1,"3","Adjusted","No tuvo Enfermedad Respiratoria","dado que no tuvo ITT"
"P(No tuvo Enfermedad Respiratoria|¬ ITT)",0.95,0.887,0.7269,1,"4","Adjusted","No tuvo Enfermedad Respiratoria","dado que no tuvo ITT"
