"variable","CI","CI_low","CI_high","median","Ciclo","Adjusted","conditional","negation"
"P(Tuvo Enfermedad Respiratoria|¬ IgG)",0.95,0.1896,0.2409,0,"1","Unadjusted","Tuvo Enfermedad Respiratoria","dado que no tuvo IgG"
"P(Tuvo Enfermedad Respiratoria|¬ IgG)",0.95,0.1967,0.2523,0,"2","Unadjusted","Tuvo Enfermedad Respiratoria","dado que no tuvo IgG"
"P(Tuvo Enfermedad Respiratoria|¬ IgG)",0.95,0.2421,0.3242,0,"3","Unadjusted","Tuvo Enfermedad Respiratoria","dado que no tuvo IgG"
"P(Tuvo Enfermedad Respiratoria|¬ IgG)",0.95,0.394,0.4645,0,"4","Unadjusted","Tuvo Enfermedad Respiratoria","dado que no tuvo IgG"
"P(Tuvo Enfermedad Respiratoria|IgG)",0.95,0.4947,0.6065,1,"1","Adjusted","Tuvo Enfermedad Respiratoria","dado que tuvo IgG"
"P(Tuvo Enfermedad Respiratoria|IgG)",0.95,0.4239,0.5489,0,"2","Adjusted","Tuvo Enfermedad Respiratoria","dado que tuvo IgG"
"P(Tuvo Enfermedad Respiratoria|IgG)",0.95,0.3789,0.5253,0,"3","Adjusted","Tuvo Enfermedad Respiratoria","dado que tuvo IgG"
"P(Tuvo Enfermedad Respiratoria|IgG)",0.95,0.3931,0.4639,0,"4","Adjusted","Tuvo Enfermedad Respiratoria","dado que tuvo IgG"
"P(Tuvo Enfermedad Respiratoria|¬ IgG)",0.95,0.1896,0.2409,0,"1","Adjusted","Tuvo Enfermedad Respiratoria","dado que no tuvo IgG"
"P(Tuvo Enfermedad Respiratoria|¬ IgG)",0.95,0.1967,0.2523,0,"2","Adjusted","Tuvo Enfermedad Respiratoria","dado que no tuvo IgG"
"P(Tuvo Enfermedad Respiratoria|¬ IgG)",0.95,0.2421,0.3242,0,"3","Adjusted","Tuvo Enfermedad Respiratoria","dado que no tuvo IgG"
"P(Tuvo Enfermedad Respiratoria|¬ IgG)",0.95,0.394,0.4645,0,"4","Adjusted","Tuvo Enfermedad Respiratoria","dado que no tuvo IgG"
"P(No tuvo Enfermedad Respiratoria)",0.95,0.7098,0.644,1,"1","Unadjusted","No tuvo Enfermedad Respiratoria","general"
"P(No tuvo Enfermedad Respiratoria)",0.95,0.7279,0.6658,1,"2","Unadjusted","No tuvo Enfermedad Respiratoria","general"
"P(No tuvo Enfermedad Respiratoria)",0.95,0.6974,0.6253,1,"3","Unadjusted","No tuvo Enfermedad Respiratoria","general"
"P(No tuvo Enfermedad Respiratoria)",0.95,0.6069,0.536,1,"4","Unadjusted","No tuvo Enfermedad Respiratoria","general"
"P(No tuvo Enfermedad Respiratoria|IgG)",0.95,0.5053,0.3935,0,"1","Unadjusted","No tuvo Enfermedad Respiratoria","dado que tuvo IgG"
"P(No tuvo Enfermedad Respiratoria|IgG)",0.95,0.5761,0.4511,1,"2","Unadjusted","No tuvo Enfermedad Respiratoria","dado que tuvo IgG"
"P(No tuvo Enfermedad Respiratoria|IgG)",0.95,0.6211,0.4747,1,"3","Unadjusted","No tuvo Enfermedad Respiratoria","dado que tuvo IgG"
"P(No tuvo Enfermedad Respiratoria|IgG)",0.95,0.6069,0.5361,1,"4","Unadjusted","No tuvo Enfermedad Respiratoria","dado que tuvo IgG"
"P(No tuvo Enfermedad Respiratoria|¬ IgG)",0.95,0.8104,0.7591,1,"1","Unadjusted","No tuvo Enfermedad Respiratoria","dado que no tuvo IgG"
"P(No tuvo Enfermedad Respiratoria|¬ IgG)",0.95,0.8033,0.7477,1,"2","Unadjusted","No tuvo Enfermedad Respiratoria","dado que no tuvo IgG"
"P(No tuvo Enfermedad Respiratoria|¬ IgG)",0.95,0.7579,0.6758,1,"3","Unadjusted","No tuvo Enfermedad Respiratoria","dado que no tuvo IgG"
"P(No tuvo Enfermedad Respiratoria|¬ IgG)",0.95,0.606,0.5355,1,"4","Unadjusted","No tuvo Enfermedad Respiratoria","dado que no tuvo IgG"
"P(No tuvo Enfermedad Respiratoria|IgG)",0.95,0.5053,0.3935,0,"1","Adjusted","No tuvo Enfermedad Respiratoria","dado que tuvo IgG"
"P(No tuvo Enfermedad Respiratoria|IgG)",0.95,0.5761,0.4511,1,"2","Adjusted","No tuvo Enfermedad Respiratoria","dado que tuvo IgG"
"P(No tuvo Enfermedad Respiratoria|IgG)",0.95,0.6211,0.4747,1,"3","Adjusted","No tuvo Enfermedad Respiratoria","dado que tuvo IgG"
"P(No tuvo Enfermedad Respiratoria|IgG)",0.95,0.6069,0.5361,1,"4","Adjusted","No tuvo Enfermedad Respiratoria","dado que tuvo IgG"
"P(No tuvo Enfermedad Respiratoria|¬ IgG)",0.95,0.8104,0.7591,1,"1","Adjusted","No tuvo Enfermedad Respiratoria","dado que no tuvo IgG"
"P(No tuvo Enfermedad Respiratoria|¬ IgG)",0.95,0.8033,0.7477,1,"2","Adjusted","No tuvo Enfermedad Respiratoria","dado que no tuvo IgG"
"P(No tuvo Enfermedad Respiratoria|¬ IgG)",0.95,0.7579,0.6758,1,"3","Adjusted","No tuvo Enfermedad Respiratoria","dado que no tuvo IgG"
"P(No tuvo Enfermedad Respiratoria|¬ IgG)",0.95,0.606,0.5355,1,"4","Adjusted","No tuvo Enfermedad Respiratoria","dado que no tuvo IgG"
